sl,year,statename,pcname,candidate,sex,party,total,overpolled,votesv,electors,polled,pollperc,rank,win,alliance
231,1991,ANDHRA PRADESH,GUNTUR,TANNEERU SEETHA RAMAIAH,M,IND,491,0.08%,,1114537,658179,59.05%,14,0,OTHERS
232,1991,ANDHRA PRADESH,GUNTUR,ABDUL RAHEEM BAIG,M,IND,408,0.06%,,1114537,658179,59.05%,15,0,OTHERS
233,1991,ANDHRA PRADESH,GUNTUR,SHAIK HUSSAIN,M,IND,391,0.06%,,1114537,658179,59.05%,16,0,OTHERS
234,1991,ANDHRA PRADESH,GUNTUR,BATTULA MOHANRAO,M,IND,368,0.06%,,1114537,658179,59.05%,17,0,OTHERS
235,1991,ANDHRA PRADESH,GUNTUR,SUBBARAO P,M,IND,349,0.05%,,1114537,658179,59.05%,18,0,OTHERS
236,1991,ANDHRA PRADESH,GUNTUR,JANAMALA BRAHMAIH,M,IND,330,0.05%,,1114537,658179,59.05%,19,0,OTHERS
237,1991,ANDHRA PRADESH,GUNTUR,THOTAKURA CHENCHIAH,M,IND,241,0.04%,,1114537,658179,59.05%,20,0,OTHERS
238,1991,ANDHRA PRADESH,GUNTUR,JACOB DHANARAJ,M,IND,61,0.01%,,1114537,658179,59.05%,21,0,OTHERS
241,1991,ANDHRA PRADESH,BAPATLA,VENKATESWARA RAO DAGGUBATI,M,TDP,285778,46.82%,,999363,623289,62.37%,1,1,OTHERS
242,1991,ANDHRA PRADESH,BAPATLA,SALAGALA BENJAMIN,M,INC,284681,46.64%,,999363,623289,62.37%,2,0,INC
243,1991,ANDHRA PRADESH,BAPATLA,CHANDRA SEKHARA RAO NASANA,M,BJP,18222,2.99%,,999363,623289,62.37%,3,0,BJP
244,1991,ANDHRA PRADESH,BAPATLA,CHALLAGALI KOTAMMARAJU,M,IND,7737,1.27%,,999363,623289,62.37%,4,0,OTHERS
245,1991,ANDHRA PRADESH,BAPATLA,MECHANIC NAYUDU,M,IND,3549,0.58%,,1261608,591795,46.91%,5,0,OTHERS
246,1991,ANDHRA PRADESH,BAPATLA,KISHORE JASTI,M,IND,1391,0.23%,,1261608,591795,46.91%,6,0,OTHERS
247,1991,ANDHRA PRADESH,BAPATLA,PALLAPOTHU SREE NIVASA RAO,M,JP,1154,0.19%,,1261608,591795,46.91%,7,0,OTHERS
248,1991,ANDHRA PRADESH,BAPATLA,SK BABULLA,M,IND,670,0.11%,,1261608,591795,46.91%,8,0,OTHERS
249,1991,ANDHRA PRADESH,BAPATLA,VELIDI SIVA RAMA PRASAD,M,IND,582,0.10%,,1261608,591795,46.91%,9,0,OTHERS
250,1991,ANDHRA PRADESH,BAPATLA,TALLURI ANKAMMA,M,IND,536,0.09%,,999363,623289,62.37%,10,0,OTHERS
251,1991,ANDHRA PRADESH,BAPATLA,KOLLA SUBHASH BABU,M,IND,527,0.09%,,999363,623289,62.37%,11,0,OTHERS
252,1991,ANDHRA PRADESH,BAPATLA,SAVA VENKATA SUBBIAH,M,IND,512,0.08%,,999363,623289,62.37%,12,0,OTHERS
253,1991,ANDHRA PRADESH,BAPATLA,R SANGEETHA RAO,M,SSD,474,0.08%,,999363,623289,62.37%,13,0,OTHERS
254,1991,ANDHRA PRADESH,BAPATLA,MEDIKONDA SEKHARA RAO,M,IND,456,0.07%,,999363,623289,62.37%,14,0,OTHERS
255,1991,ANDHRA PRADESH,BAPATLA,CHEBROLU RAMA MOHANA RAO,M,IND,428,0.07%,,999363,623289,62.37%,15,0,OTHERS
256,1991,ANDHRA PRADESH,BAPATLA,KANCHERAL PRAKASA RAO,M,BSP,404,0.07%,,999363,623289,62.37%,16,0,OTHERS
257,1991,ANDHRA PRADESH,BAPATLA,GOLI RATHANKUMAR,M,IND,391,0.06%,,999363,623289,62.37%,17,0,OTHERS
258,1991,ANDHRA PRADESH,BAPATLA,DATTATREYA K KANNAIAH,M,IND,374,0.06%,,999363,623289,62.37%,18,0,OTHERS
259,1991,ANDHRA PRADESH,BAPATLA,GATTU UNAMAHESWARA RAO,M,IND,372,0.06%,,999363,623289,62.37%,19,0,OTHERS
260,1991,ANDHRA PRADESH,BAPATLA,ATCHUKOLU VENKAYAMMA (W),F,IND,367,0.06%,,999363,623289,62.37%,20,0,OTHERS
261,1991,ANDHRA PRADESH,BAPATLA,CHALLAGUNDLA SURYANARAYANA,M,IND,343,0.06%,,999363,623289,62.37%,21,0,OTHERS
262,1991,ANDHRA PRADESH,BAPATLA,BATHULA RAMA MOHANA RAO,M,IND,319,0.05%,,999363,623289,62.37%,22,0,OTHERS
263,1991,ANDHRA PRADESH,BAPATLA,VUTUKURI VENKATESWARLU,M,IND,314,0.05%,,999363,623289,62.37%,23,0,OTHERS
264,1991,ANDHRA PRADESH,BAPATLA,MUPPALLA SATYANARAYANA,M,IND,231,0.04%,,999363,623289,62.37%,24,0,OTHERS
270,1991,ANDHRA PRADESH,BAPATLA,KANDUKURI UMAPATHY SRI RAMULU PAMULA,M,IND,204,0.03%,,999363,623289,62.37%,25,0,OTHERS
271,1991,ANDHRA PRADESH,BAPATLA,SRI RAMULU PAMULA,M,IND,176,0.03%,,999363,623289,62.37%,26,0,OTHERS
272,1991,ANDHRA PRADESH,BAPATLA,AVVARU KOTISWAMY,M,IND,125,0.02%,,999363,623289,62.37%,27,0,OTHERS
273,1991,ANDHRA PRADESH,BAPATLA,KATIKALA JAYA RAO,M,IND,101,0.02%,,999363,623289,62.37%,28,0,OTHERS
276,1991,ANDHRA PRADESH,NARASARAOPET,KASU VENKATA KRISHNA REDDY,M,INC,349041,52.14%,,1142641,687075,60.13%,1,1,INC
277,1991,ANDHRA PRADESH,NARASARAOPET,ANISETTY PADMAVATHI (W),F,TDP,286425,42.79%,,1142641,687075,60.13%,2,0,OTHERS
278,1991,ANDHRA PRADESH,NARASARAOPET,GUTHA SUBBARAO,M,BJP,21771,3.25%,,1142641,687075,60.13%,3,0,BJP
279,1991,ANDHRA PRADESH,NARASARAOPET,ADURI RUTH BANYAN,M,BSP,2617,0.39%,,1142641,687075,60.13%,4,0,OTHERS
280,1991,ANDHRA PRADESH,NARASARAOPET,MOOKRAPU JOHN,M,IND,2227,0.33%,,1142641,687075,60.13%,5,0,OTHERS
281,1991,ANDHRA PRADESH,NARASARAOPET,ANUMOLA NARAYANA RAO,M,IND,2116,0.32%,,1142641,687075,60.13%,6,0,OTHERS
282,1991,ANDHRA PRADESH,NARASARAOPET,BETHAPUDI SESHA PRASAD,M,JP,1376,0.21%,,1142641,687075,60.13%,7,0,OTHERS
283,1991,ANDHRA PRADESH,NARASARAOPET,KOTA CHENCHAIAH,M,IND,1240,0.19%,,1142641,687075,60.13%,8,0,OTHERS
284,1991,ANDHRA PRADESH,NARASARAOPET,CHEETIRALA VENKATESWARA RAO,M,IND,997,0.15%,,1142641,687075,60.13%,9,0,OTHERS
285,1991,ANDHRA PRADESH,NARASARAOPET,SV RAO,M,IND,470,0.07%,,1142641,687075,60.13%,10,0,OTHERS
286,1991,ANDHRA PRADESH,NARASARAOPET,DEVARLU SUBBARAO,M,IND,359,0.05%,,1142641,687075,60.13%,11,0,OTHERS
287,1991,ANDHRA PRADESH,NARASARAOPET,POODOTA SATISH KUMAR,M,IND,336,0.05%,,1142641,687075,60.13%,12,0,OTHERS
288,1991,ANDHRA PRADESH,NARASARAOPET,GOTTIPATI LAKSHMI NARAYANA,M,IND,223,0.03%,,1142641,687075,60.13%,13,0,OTHERS
289,1991,ANDHRA PRADESH,NARASARAOPET,VEMULAPALLI VENKATA NARASAIAH,M,IND,211,0.03%,,1142641,687075,60.13%,14,0,OTHERS
292,1991,ANDHRA PRADESH,ONGOLE,MANGUNTA SUBBARAMA REDDY,M,INC,329913,49.67%,,1108514,680599,61.40%,1,1,INC
293,1991,ANDHRA PRADESH,ONGOLE,DEGA NARASIMHA REDDY,M,TDP,290583,43.75%,,1108514,680599,61.40%,2,0,OTHERS
294,1991,ANDHRA PRADESH,ONGOLE,BATHINA NARASIMA RAO,M,BJP,28484,4.29%,,1108514,680599,61.40%,3,0,BJP
295,1991,ANDHRA PRADESH,ONGOLE,MUTHI REDDY VENKTA REDDY,M,IND,6571,0.99%,,1108514,680599,61.40%,4,0,OTHERS
296,1991,ANDHRA PRADESH,ONGOLE,PV KRISHANAIAH,M,JP,1987,0.30%,,1108514,680599,61.40%,5,0,OTHERS
297,1991,ANDHRA PRADESH,ONGOLE,TADI ANTHONI,M,IND,1796,0.27%,,1108514,680599,61.40%,6,0,OTHERS
298,1991,ANDHRA PRADESH,ONGOLE,IRANGABOINA SRINIVASARAO,M,IND,1664,0.25%,,1108514,680599,61.40%,7,0,OTHERS
299,1991,ANDHRA PRADESH,ONGOLE,TALLURI SURESH BABU,M,IND,1237,0.19%,,1108514,680599,61.40%,8,0,OTHERS
300,1991,ANDHRA PRADESH,ONGOLE,PAMMI VENKATESWARLU,M,IND,592,0.09%,,1108514,680599,61.40%,9,0,OTHERS
301,1991,ANDHRA PRADESH,ONGOLE,POTHURI PANDURANGAIAH,M,IND,525,0.08%,,1108514,680599,61.40%,10,0,OTHERS
302,1991,ANDHRA PRADESH,ONGOLE,VAKA VENKATESWAR REDDY,M,IND,374,0.06%,,1108514,680599,61.40%,11,0,OTHERS
303,1991,ANDHRA PRADESH,ONGOLE,PAMMI CHAKRA REDDY,M,IND,301,0.05%,,1108514,680599,61.40%,12,0,OTHERS
304,1991,ANDHRA PRADESH,ONGOLE,POLLA VENKATARATNAM,M,IND,116,0.02%,,1108514,680599,61.40%,13,0,OTHERS
307,1991,ANDHRA PRADESH,NELLORE (SC),KUDUMULA PADMASRE (W),F,INC,268626,45.68%,,1067398,605540,56.73%,1,1,INC
308,1991,ANDHRA PRADESH,NELLORE (SC),M NAGABHUSHANAMMA (W),F,TDP,223769,38.05%,,1067398,605540,56.73%,2,0,OTHERS
309,1991,ANDHRA PRADESH,NELLORE (SC),GADDAM LAXMI NARAYANA,M,BJP,85306,14.51%,,1067398,605540,56.73%,3,0,BJP
310,1991,ANDHRA PRADESH,NELLORE (SC),KOTHAPALLI RAMESH BABU,M,JP,2839,0.48%,,1067398,605540,56.73%,4,0,OTHERS
311,1991,ANDHRA PRADESH,NELLORE (SC),JANAKI PRASAD,M,BSP,2715,0.46%,,884277,463561,52.42%,5,0,OTHERS
312,1991,ANDHRA PRADESH,NELLORE (SC),MARUTHATI MALAKONDAIAH,M,IND,1505,0.26%,,884277,463561,52.42%,6,0,OTHERS
313,1991,ANDHRA PRADESH,NELLORE (SC),DASARI YALLAMANDA,M,IND,848,0.14%,,884277,463561,52.42%,7,0,OTHERS
314,1991,ANDHRA PRADESH,NELLORE (SC),KAMALA MALAKONDAIAH,M,IND,668,0.11%,,884277,463561,52.42%,8,0,OTHERS
315,1991,ANDHRA PRADESH,NELLORE (SC),SWARNA NARAIAH,M,IND,510,0.09%,,884277,463561,52.42%,9,0,OTHERS
316,1991,ANDHRA PRADESH,NELLORE (SC),TALAKAYALA KOTESWARA RAO,M,IND,503,0.09%,,1067398,605540,56.73%,10,0,OTHERS
317,1991,ANDHRA PRADESH,NELLORE (SC),CHERUKU MUSALAYYA,M,IND,305,0.05%,,1067398,605540,56.73%,11,0,OTHERS
318,1991,ANDHRA PRADESH,NELLORE (SC),ATYALA ABRAHAM,M,IND,289,0.05%,,1067398,605540,56.73%,12,0,OTHERS
324,1991,ANDHRA PRADESH,NELLORE (SC),SWARNA RAI KUMAR,M,IND,215,0.04%,,1067398,605540,56.73%,13,0,OTHERS
327,1991,ANDHRA PRADESH,TIRUPATHI (SC),CHINTA MOHAN,M,INC,391534,61.98%,,1081046,647612,59.91%,1,1,INC
328,1991,ANDHRA PRADESH,TIRUPATHI (SC),P SUBBAIAH,M,TDP,205345,32.51%,,1081046,647612,59.91%,2,0,OTHERS
329,1991,ANDHRA PRADESH,TIRUPATHI (SC),P JAYAMMA (W),F,BJP,21526,3.41%,,1081046,647612,59.91%,3,0,BJP
330,1991,ANDHRA PRADESH,TIRUPATHI (SC),KADIRIMANGALAM NAGAIAH,M,IND,3272,0.52%,,1081046,647612,59.91%,4,0,OTHERS
331,1991,ANDHRA PRADESH,TIRUPATHI (SC),PUTHALAPATTU ANJAIAH,M,BSP,2620,0.41%,,999712,391153,39.13%,5,0,OTHERS
332,1991,ANDHRA PRADESH,TIRUPATHI (SC),P CHENGALAVARAYAN,M,JP,2354,0.37%,,999712,391153,39.13%,6,0,OTHERS
333,1991,ANDHRA PRADESH,TIRUPATHI (SC),NOONKATHATI MUNEPPA,M,IND,2051,0.32%,,999712,391153,39.13%,7,0,OTHERS
334,1991,ANDHRA PRADESH,TIRUPATHI (SC),M GATTAPPA,M,IND,887,0.14%,,999712,391153,39.13%,8,0,OTHERS
335,1991,ANDHRA PRADESH,TIRUPATHI (SC),KALICHETTY VEMAIAH,M,IND,858,0.14%,,999712,391153,39.13%,9,0,OTHERS
336,1991,ANDHRA PRADESH,TIRUPATHI (SC),PT STALEN,M,IND,404,0.06%,,1081046,647612,59.91%,10,0,OTHERS
337,1991,ANDHRA PRADESH,TIRUPATHI (SC),JAYARAMAIAH,M,IND,345,0.05%,,1081046,647612,59.91%,11,0,OTHERS
338,1991,ANDHRA PRADESH,TIRUPATHI (SC),RAJAIAH ALIAS NANNURU RAVINDRA NATH,M,IND,320,0.05%,,1081046,647612,59.91%,12,0,OTHERS
339,1991,ANDHRA PRADESH,TIRUPATHI (SC),NAGADEV,M,IND,201,0.03%,,1081046,647612,59.91%,13,0,OTHERS
342,1991,ANDHRA PRADESH,CHITTOOR,M GNANENDRA REDDY,M,INC,373631,56.02%,,1003113,682643,68.05%,1,1,INC
343,1991,ANDHRA PRADESH,CHITTOOR,GURRAM V SREENATHA REDDY,M,TDP,263649,39.53%,,1003113,682643,68.05%,2,0,OTHERS
344,1991,ANDHRA PRADESH,CHITTOOR,NP JHANSI LAKSHMI (W),F,BJP,20864,3.13%,,1003113,682643,68.05%,3,0,BJP
345,1991,ANDHRA PRADESH,CHITTOOR,N RAMACHANDRA YADAV,M,BSP,1664,0.25%,,1003113,682643,68.05%,4,0,OTHERS
346,1991,ANDHRA PRADESH,CHITTOOR,OM RANADASS,M,IND,1418,0.21%,,1059815,531898,50.19%,5,0,OTHERS
347,1991,ANDHRA PRADESH,CHITTOOR,A BALAJI,M,IND,1360,0.20%,,1059815,531898,50.19%,6,0,OTHERS
348,1991,ANDHRA PRADESH,CHITTOOR,G USHA KIRAN KUMAR,M,JP,829,0.12%,,1059815,531898,50.19%,7,0,OTHERS
349,1991,ANDHRA PRADESH,CHITTOOR,G MUNIRATHNAM SETTY,M,IND,773,0.12%,,1059815,531898,50.19%,8,0,OTHERS
350,1991,ANDHRA PRADESH,CHITTOOR,GB NAIDU,M,IND,696,0.10%,,1059815,531898,50.19%,9,0,OTHERS
351,1991,ANDHRA PRADESH,CHITTOOR,T MADHAVA REDDY,M,IND,534,0.08%,,1003113,682643,68.05%,10,0,OTHERS
352,1991,ANDHRA PRADESH,CHITTOOR,THUDUM SARDAR POTHANNA,M,IND,483,0.07%,,1003113,682643,68.05%,11,0,OTHERS
353,1991,ANDHRA PRADESH,CHITTOOR,KAMPALLE SIVARAMAIAH,M,LAB(B),434,0.07%,,1003113,682643,68.05%,12,0,OTHERS
354,1991,ANDHRA PRADESH,CHITTOOR,P NARENDRA REDDY,M,IND,211,0.03%,,1003113,682643,68.05%,13,0,OTHERS
355,1991,ANDHRA PRADESH,CHITTOOR,R VEERARAGHAVULU NAIDU,M,IND,185,0.03%,,1003113,682643,68.05%,14,0,OTHERS
356,1991,ANDHRA PRADESH,CHITTOOR,DINNE SUDHAKAR,M,IND,144,0.02%,,1003113,682643,68.05%,15,0,OTHERS
357,1991,ANDHRA PRADESH,CHITTOOR,D BABU NAIDU,M,IND,143,0.02%,,1003113,682643,68.05%,16,0,OTHERS
360,1991,ANDHRA PRADESH,RAJAMPET,ANNAIAHGARI SAIPRATHAP,M,INC,325107,57.94%,,947340,573063,60.49%,1,1,INC
361,1991,ANDHRA PRADESH,RAJAMPET,PALAKONDRAYUDU SUGAVASI,M,TDP,162813,29.02%,,947340,573063,60.49%,2,0,OTHERS
362,1991,ANDHRA PRADESH,RAJAMPET,CHALLAPALLI NARASIMHA REDDY,M,BJP,44834,7.99%,,947340,573063,60.49%,3,0,BJP
363,1991,ANDHRA PRADESH,RAJAMPET,K KRISHNAIAH,M,IND,15250,2.72%,,947340,573063,60.49%,4,0,OTHERS
364,1991,ANDHRA PRADESH,RAJAMPET,GOVINDU PEDDA REDDEYYA,M,IND,3386,0.60%,,947340,573063,60.49%,5,0,OTHERS
365,1991,ANDHRA PRADESH,RAJAMPET,PRASADU REDDY KOKKANTI,M,IND,2410,0.43%,,947340,573063,60.49%,6,0,OTHERS
366,1991,ANDHRA PRADESH,RAJAMPET,JETTI VENKATA RAMAIAH,M,IND,1738,0.31%,,947340,573063,60.49%,7,0,OTHERS
367,1991,ANDHRA PRADESH,RAJAMPET,SUGAVASI NARAYANASWAMY,M,IND,1605,0.29%,,947340,573063,60.49%,8,0,OTHERS
368,1991,ANDHRA PRADESH,RAJAMPET,KASTHURI OBAIAH,M,IND,1407,0.25%,,947340,573063,60.49%,9,0,OTHERS
369,1991,ANDHRA PRADESH,RAJAMPET,ABDUL SALAM SHAIK,M,IND,911,0.16%,,947340,573063,60.49%,10,0,OTHERS
370,1991,ANDHRA PRADESH,RAJAMPET,K RAMA MURTHY,M,IND,715,0.13%,,947340,573063,60.49%,11,0,OTHERS
371,1991,ANDHRA PRADESH,RAJAMPET,VALIPI REDDY SREERAMA REDDY,M,IND,567,0.10%,,947340,573063,60.49%,12,0,OTHERS
372,1991,ANDHRA PRADESH,RAJAMPET,ASADI VENKATADRI,M,IND,325,0.06%,,947340,573063,60.49%,13,0,OTHERS
380,1991,ANDHRA PRADESH,CUDDAPAH,YS RAJASEKHAR REDDY,M,INC,583953,75.29%,,1138514,782760,68.75%,1,1,INC
381,1991,ANDHRA PRADESH,CUDDAPAH,CRAMACHANDRAIAH,M,TDP,165028,21.28%,,1138514,782760,68.75%,2,0,OTHERS
382,1991,ANDHRA PRADESH,CUDDAPAH,GOURU PULLA REDDY,M,BJP,16785,2.16%,,1138514,782760,68.75%,3,0,BJP
383,1991,ANDHRA PRADESH,CUDDAPAH,SIVANADHA REDDY CHADIPIRALA,M,IND,1844,0.24%,,1138514,782760,68.75%,4,0,OTHERS
384,1991,ANDHRA PRADESH,CUDDAPAH,BORRA OBULA REDDY,M,IND,884,0.11%,,987764,586457,59.37%,5,0,OTHERS
385,1991,ANDHRA PRADESH,CUDDAPAH,CHINTHA CHANDRASEKHAR REDDY,M,IND,678,0.09%,,987764,586457,59.37%,6,0,OTHERS
386,1991,ANDHRA PRADESH,CUDDAPAH,BADVELI RAMACHANDRA REDDY,M,IND,567,0.07%,,987764,586457,59.37%,7,0,OTHERS
387,1991,ANDHRA PRADESH,CUDDAPAH,K RAVEENDRA BABU,M,IND,494,0.06%,,987764,586457,59.37%,8,0,OTHERS
388,1991,ANDHRA PRADESH,CUDDAPAH,P RAVEENDRANAD REDDY,M,IND,408,0.05%,,987764,586457,59.37%,9,0,OTHERS
389,1991,ANDHRA PRADESH,CUDDAPAH,K PULLAIAH,M,IND,398,0.05%,,1138514,782760,68.75%,10,0,OTHERS
390,1991,ANDHRA PRADESH,CUDDAPAH,BATHALA PAPI REDDY,M,IND,396,0.05%,,1138514,782760,68.75%,11,0,OTHERS
391,1991,ANDHRA PRADESH,CUDDAPAH,JAMAPURAM VEMANARAYANA REDDY,M,IND,395,0.05%,,1138514,782760,68.75%,12,0,OTHERS
392,1991,ANDHRA PRADESH,CUDDAPAH,MAGBUL HUSSAIN,M,IND,336,0.04%,,1138514,782760,68.75%,13,0,OTHERS
393,1991,ANDHRA PRADESH,CUDDAPAH,M SREENATH REDDY,M,IND,318,0.04%,,1138514,782760,68.75%,14,0,OTHERS
394,1991,ANDHRA PRADESH,CUDDAPAH,C NARAYANA REDDY,M,IND,312,0.04%,,1138514,782760,68.75%,15,0,OTHERS
395,1991,ANDHRA PRADESH,CUDDAPAH,K SESHA REDDY,M,IND,288,0.04%,,1138514,782760,68.75%,16,0,OTHERS
396,1991,ANDHRA PRADESH,CUDDAPAH,G RAGHUNAND REDDY,M,IND,280,0.04%,,1138514,782760,68.75%,17,0,OTHERS
397,1991,ANDHRA PRADESH,CUDDAPAH,KC KONDA REDDY,M,IND,277,0.04%,,1138514,782760,68.75%,18,0,OTHERS
398,1991,ANDHRA PRADESH,CUDDAPAH,YANGALA RAJAGOPAL REDDY,M,IND,251,0.03%,,1138514,782760,68.75%,19,0,OTHERS
399,1991,ANDHRA PRADESH,CUDDAPAH,MADAM BALA SUBBAIAH,M,IND,251,0.03%,,1138514,782760,68.75%,19,0,OTHERS
400,1991,ANDHRA PRADESH,CUDDAPAH,LEKKALA VENKATA RAMANA REDDY,M,IND,177,0.02%,,1138514,782760,68.75%,21,0,OTHERS
401,1991,ANDHRA PRADESH,CUDDAPAH,SEERLA NAGAIAH,M,IND,169,0.02%,,1138514,782760,68.75%,22,0,OTHERS
402,1991,ANDHRA PRADESH,CUDDAPAH,SUDDAMALLA NARASIMHA REDDY,M,IND,160,0.02%,,1138514,782760,68.75%,23,0,OTHERS
403,1991,ANDHRA PRADESH,CUDDAPAH,K KATAMAIAH,M,IND,150,0.02%,,1138514,782760,68.75%,24,0,OTHERS
404,1991,ANDHRA PRADESH,CUDDAPAH,MULE SUBBI REDDY,M,IND,139,0.02%,,1138514,782760,68.75%,25,0,OTHERS
405,1991,ANDHRA PRADESH,CUDDAPAH,DONTHI REDDY CHINNA GANGI REDDY,M,IND,126,0.02%,,1138514,782760,68.75%,26,0,OTHERS
406,1991,ANDHRA PRADESH,CUDDAPAH,C SUBBA REDDY,M,IND,122,0.02%,,1138514,782760,68.75%,27,0,OTHERS
407,1991,ANDHRA PRADESH,CUDDAPAH,NARAPUREDDY RAMAKRISHNUDU,M,IND,95,0.01%,,1138514,782760,68.75%,28,0,OTHERS
408,1991,ANDHRA PRADESH,CUDDAPAH,RUPANGUDI SEETHA RAMANA,M,IND,88,0.01%,,1138514,782760,68.75%,29,0,OTHERS
409,1991,ANDHRA PRADESH,CUDDAPAH,KALLUTLA RAMASUBBA REDDY,M,IND,84,0.01%,,1138514,782760,68.75%,30,0,OTHERS
410,1991,ANDHRA PRADESH,CUDDAPAH,N JAGADEKA REDDY,M,IND,67,0.01%,,1138514,782760,68.75%,31,0,OTHERS
411,1991,ANDHRA PRADESH,CUDDAPAH,LAKKIREDDI SUDHAKAR REDDY,M,IND,56,0.01%,,1138514,782760,68.75%,32,0,OTHERS
414,1991,ANDHRA PRADESH,HINDUPUR,S GANGADHARA,M,INC,317078,53.14%,,985759,616123,62.50%,1,1,INC
415,1991,ANDHRA PRADESH,HINDUPUR,K RAMACHANDRA REDDY,M,TDP,217965,36.53%,,985759,616123,62.50%,2,0,OTHERS
416,1991,ANDHRA PRADESH,HINDUPUR,SEELAM KRISHNA REDDY,M,BJP,48498,8.13%,,985759,616123,62.50%,3,0,BJP
417,1991,ANDHRA PRADESH,HINDUPUR,CV CHALAPATHI,M,IND,9173,1.54%,,985759,616123,62.50%,4,0,OTHERS
418,1991,ANDHRA PRADESH,HINDUPUR,PATNAM CHANDRA SEKHAR,M,IND,1346,0.23%,,942014,459907,48.82%,5,0,OTHERS
419,1991,ANDHRA PRADESH,HINDUPUR,ADINARAYANA,M,IND,1020,0.17%,,942014,459907,48.82%,6,0,OTHERS
420,1991,ANDHRA PRADESH,HINDUPUR,VENKATARAMANA THUTHUKA,M,IND,846,0.14%,,942014,459907,48.82%,7,0,OTHERS
421,1991,ANDHRA PRADESH,HINDUPUR,AMBATI SATISH KUMAR,M,IND,399,0.07%,,942014,459907,48.82%,8,0,OTHERS
422,1991,ANDHRA PRADESH,HINDUPUR,M SANJEEVAPPA,M,IND,385,0.06%,,942014,459907,48.82%,9,0,OTHERS
425,1991,ANDHRA PRADESH,ANANTAPUR,ANANTHA VENKATA REDDY,M,INC,362676,59.14%,,1016053,628105,61.82%,1,1,INC
426,1991,ANDHRA PRADESH,ANANTAPUR,BTLN CHOWDARY,M,TDP,200392,32.67%,,1016053,628105,61.82%,2,0,OTHERS
432,1991,ANDHRA PRADESH,ANANTAPUR,VENKATASWAMY MUTHULURU,M,BJP,38767,6.32%,,1016053,628105,61.82%,3,0,BJP
433,1991,ANDHRA PRADESH,ANANTAPUR,GURUGU VENKATADASU,M,IND,3667,0.60%,,1016053,628105,61.82%,4,0,OTHERS
434,1991,ANDHRA PRADESH,ANANTAPUR,K NARAYANASWAMY,M,JP,3237,0.53%,,822940,430997,52.37%,5,0,OTHERS
435,1991,ANDHRA PRADESH,ANANTAPUR,MOTAPPA,M,IND,1933,0.32%,,822940,430997,52.37%,6,0,OTHERS
436,1991,ANDHRA PRADESH,ANANTAPUR,ADAVULA NARAYANA,M,IND,959,0.16%,,822940,430997,52.37%,7,0,OTHERS
437,1991,ANDHRA PRADESH,ANANTAPUR,PUJARI NARAYANA,M,IND,878,0.14%,,822940,430997,52.37%,8,0,OTHERS
438,1991,ANDHRA PRADESH,ANANTAPUR,BAGALAKOTA RAME RAO,M,IND,789,0.13%,,822940,430997,52.37%,9,0,OTHERS
441,1991,ANDHRA PRADESH,KURNOOL,K VIJAYA BHASKARA REDDY,M,INC,302352,51.92%,,973112,606374,62.31%,1,1,INC
442,1991,ANDHRA PRADESH,KURNOOL,SV SUBBA REDDY,M,TDP,249885,42.91%,,973112,606374,62.31%,2,0,OTHERS
443,1991,ANDHRA PRADESH,KURNOOL,KURNOOL KAPILESWARAIAH,M,BJP,20393,3.50%,,973112,606374,62.31%,3,0,BJP
444,1991,ANDHRA PRADESH,KURNOOL,ULLUGADDALA VEERANNA,M,IND,4352,0.75%,,973112,606374,62.31%,4,0,OTHERS
445,1991,ANDHRA PRADESH,KURNOOL,M ABDUL GAFOOR,M,IND,1735,0.30%,,973112,606374,62.31%,5,0,OTHERS
446,1991,ANDHRA PRADESH,KURNOOL,AV SUBBA REDDY,M,IND,1187,0.20%,,973112,606374,62.31%,6,0,OTHERS
447,1991,ANDHRA PRADESH,KURNOOL,T SUDHAKAR,M,IND,948,0.16%,,973112,606374,62.31%,7,0,OTHERS
448,1991,ANDHRA PRADESH,KURNOOL,Y GURUDASU,M,IND,561,0.10%,,973112,606374,62.31%,8,0,OTHERS
449,1991,ANDHRA PRADESH,KURNOOL,BV RAMI REDDY,M,IND,456,0.08%,,973112,606374,62.31%,9,0,OTHERS
450,1991,ANDHRA PRADESH,KURNOOL,J AKTHARUZ ZAMA,M,IND,271,0.05%,,973112,606374,62.31%,10,0,OTHERS
451,1991,ANDHRA PRADESH,KURNOOL,JAYANTHI VENKATESWARLU,M,IND,212,0.04%,,973112,606374,62.31%,11,0,OTHERS
454,1991,ANDHRA PRADESH,NANDYAL,GANGULA PRATHAPA REDDY,M,INC,377556,60.10%,,1004574,653567,65.06%,1,1,INC
455,1991,ANDHRA PRADESH,NANDYAL,CHALLA RAMA KRISHNA REDDY,M,TDP,190790,30.37%,,1004574,653567,65.06%,2,0,OTHERS
456,1991,ANDHRA PRADESH,NANDYAL,SPY REDDY,M,BJP,47412,7.55%,,1004574,653567,65.06%,3,0,BJP
457,1991,ANDHRA PRADESH,NANDYAL,NALLAGATLA NARASIMHULU,M,JP,3228,0.51%,,1004574,653567,65.06%,4,0,OTHERS
458,1991,ANDHRA PRADESH,NANDYAL,D VUSEN BASHA,M,IND,2761,0.44%,,1004574,653567,65.06%,5,0,OTHERS
459,1991,ANDHRA PRADESH,NANDYAL,RAMALINGANNA,M,IND,1878,0.30%,,1004574,653567,65.06%,6,0,OTHERS
